tcp_sport,tcp_dport,udp_sport,udp_dport,proto,size,count,class
4727,49152,0,0,6,0,5,0
49152,4727,0,0,6,1,5,0
0,0,35148,53,17,0,1,0
0,0,53,35148,17,0,1,0
0,0,35814,53,17,0,1,0
0,0,53,35814,17,0,1,0
0,0,34750,53,17,0,1,0
0,0,53,34750,17,0,1,0
0,0,47933,53,17,0,1,0
0,0,53,47933,17,0,1,0
0,0,45538,53,17,0,1,0
0,0,53,45538,17,0,1,0
59995,443,0,0,6,1,13,0
443,59995,0,0,6,4,13,0
0,0,42693,53,17,0,2,0
0,0,53,42693,17,0,2,0
56419,80,0,0,6,0,4,0
80,56419,0,0,6,0,2,0
0,0,41571,53,17,0,2,0
0,0,53,41571,17,0,2,0
56420,80,0,0,6,0,4,0
80,56420,0,0,6,0,2,0
0,0,48964,53,17,0,2,0
0,0,53,48964,17,0,2,0
56421,80,0,0,6,0,4,0
80,56421,0,0,6,0,2,0
0,0,43742,53,17,0,1,0
0,0,53,43742,17,0,1,0
51377,443,0,0,6,2,16,0
443,51377,0,0,6,3,11,0
0,0,45238,53,17,0,1,0
0,0,53,45238,17,0,1,0
39451,80,0,0,6,0,6,0
80,39451,0,0,6,0,5,0
4101,49152,0,0,6,0,12,0
4102,49152,0,0,6,0,10,0
49152,4101,0,0,6,2,10,0
49152,4102,0,0,6,2,10,0
0,0,5094,53,17,0,1,0
0,0,53,5094,17,0,1,0
0,0,5093,123,17,0,1,0
0,0,123,5093,17,0,1,0
57251,443,0,0,6,105,86,1
57364,443,0,0,6,0,2,0
443,57251,0,0,6,5,68,0
443,57364,0,0,6,0,1,0
0,0,60922,53,17,0,1,0
0,0,53,60922,17,0,1,0
41416,80,0,0,6,0,6,0
80,41416,0,0,6,0,4,0
0,0,40522,53,17,0,2,0
0,0,53,40522,17,0,2,0
60381,465,0,0,6,0,4,0
465,60381,0,0,6,0,3,0
0,0,57675,53,17,0,1,0
0,0,53,57675,17,0,1,0
47465,80,0,0,6,1,8,0
80,47465,0,0,6,0,5,0
57253,443,0,0,6,1,12,0
57366,443,0,0,6,0,2,0
443,57253,0,0,6,4,12,0
443,57366,0,0,6,0,1,0
0,0,41785,53,17,0,2,0
0,0,53,41785,17,0,2,0
33111,80,0,0,6,0,4,0
80,33111,0,0,6,0,2,0
0,0,50943,53,17,0,2,0
0,0,53,50943,17,0,2,0
33112,80,0,0,6,0,4,0
80,33112,0,0,6,0,2,0
0,0,51301,53,17,0,2,0
0,0,53,51301,17,0,2,0
33113,80,0,0,6,0,4,0
80,33113,0,0,6,0,2,0
0,0,43086,53,17,0,1,0
0,0,53,43086,17,0,1,0
41418,80,0,0,6,0,6,0
80,41418,0,0,6,0,4,0
0,0,58181,53,17,0,2,0
0,0,53,58181,17,0,2,0
52071,465,0,0,6,0,4,0
465,52071,0,0,6,0,3,0
4018,49152,0,0,6,0,10,0
49152,4018,0,0,6,2,10,0
4019,49152,0,0,6,0,6,0
49152,4019,0,0,6,1,5,0
4020,49152,0,0,6,0,5,0
49152,4020,0,0,6,1,5,0
0,0,56271,53,17,0,1,0
0,0,53,56271,17,0,1,0
41420,80,0,0,6,0,7,0
80,41420,0,0,6,0,5,0
0,0,51590,53,17,0,2,0
0,0,53,51590,17,0,2,0
51280,465,0,0,6,0,4,0
465,51280,0,0,6,0,3,0
0,0,58348,53,17,0,1,0
0,0,53,58348,17,0,1,0
56731,80,0,0,6,0,6,0
80,56731,0,0,6,0,4,0
26211,25050,0,0,6,0,9,0
25050,26211,0,0,6,0,9,0
4024,49152,0,0,6,0,5,0
49152,4024,0,0,6,1,5,0
4027,49152,0,0,6,0,5,0
49152,4027,0,0,6,1,5,0
4028,49152,0,0,6,0,6,0
49152,4028,0,0,6,1,5,0
0,0,34448,53,17,0,2,0
0,0,53,34448,17,0,2,0
38206,80,0,0,6,0,4,0
80,38206,0,0,6,0,2,0
0,0,50069,53,17,0,2,0
0,0,53,50069,17,0,2,0
38207,80,0,0,6,0,4,0
80,38207,0,0,6,0,2,0
0,0,36830,53,17,0,2,0
0,0,53,36830,17,0,2,0
38208,80,0,0,6,0,4,0
80,38208,0,0,6,0,2,0
0,0,52587,123,17,0,1,0
0,0,123,52587,17,0,1,0
4033,49152,0,0,6,0,7,0
4034,49152,0,0,6,0,11,0
49152,4033,0,0,6,1,5,0
49152,4034,0,0,6,2,10,0
0,0,53415,53,17,0,1,0
0,0,53,53415,17,0,1,0
41422,80,0,0,6,0,6,0
80,41422,0,0,6,0,4,0
0,0,44895,53,17,0,2,0
0,0,53,44895,17,0,2,0
59230,465,0,0,6,0,4,0
465,59230,0,0,6,0,3,0
0,0,51021,53,17,0,1,0
0,0,53,51021,17,0,1,0
0,0,48796,53,17,0,1,0
0,0,53,48796,17,0,1,0
0,0,44484,53,17,0,1,0
0,0,53,44484,17,0,1,0
0,0,37646,53,17,0,1,0
0,0,53,37646,17,0,1,0
59996,443,0,0,6,1,13,0
443,59996,0,0,6,4,12,0
0,0,22005,53,17,0,1,0
0,0,53,22005,17,0,1,0
44495,443,0,0,6,116,92,1
39183,443,0,0,6,0,2,0
443,44495,0,0,6,5,67,0
443,39183,0,0,6,0,1,0
0,0,39771,53,17,0,1,0
0,0,53,39771,17,0,1,0
41424,80,0,0,6,0,6,0
80,41424,0,0,6,0,4,0
0,0,58089,53,17,0,2,0
0,0,53,58089,17,0,2,0
51284,465,0,0,6,0,4,0
465,51284,0,0,6,0,3,0
44497,443,0,0,6,1,13,0
39185,443,0,0,6,0,2,0
443,44497,0,0,6,4,12,0
443,39185,0,0,6,0,1,0
0,0,5096,53,17,0,1,0
0,0,53,5096,17,0,1,0
0,0,5095,123,17,0,1,0
0,0,123,5095,17,0,1,0
4708,49152,0,0,6,0,5,0
4709,49152,0,0,6,0,6,0
49152,4708,0,0,6,1,5,0
49152,4709,0,0,6,1,5,0
0,0,47969,53,17,0,1,0
0,0,53,47969,17,0,1,0
58047,80,0,0,6,1,8,0
80,58047,0,0,6,0,5,0
0,0,54449,53,17,0,2,0
0,0,53,54449,17,0,2,0
56326,80,0,0,6,0,4,0
80,56326,0,0,6,0,2,0
0,0,59422,53,17,0,2,0
0,0,53,59422,17,0,2,0
56327,80,0,0,6,0,4,0
80,56327,0,0,6,0,2,0
0,0,37358,53,17,0,2,0
0,0,53,37358,17,0,2,0
56328,80,0,0,6,0,4,0
80,56328,0,0,6,0,2,0
0,0,41238,53,17,0,1,0
0,0,53,41238,17,0,1,0
37933,443,0,0,6,2,16,0
443,37933,0,0,6,3,11,0
0,0,45623,53,17,0,1,0
0,0,53,45623,17,0,1,0
58048,80,0,0,6,0,6,0
80,58048,0,0,6,0,4,0
0,0,36101,53,17,0,1,0
0,0,53,36101,17,0,1,0
58049,80,0,0,6,0,6,0
80,58049,0,0,6,0,4,0
3233,49152,0,0,6,0,7,0
3234,49152,0,0,6,0,5,0
49152,3234,0,0,6,1,5,0
49152,3233,0,0,6,1,5,0
0,0,56542,123,17,0,2,0
0,0,123,56542,17,0,2,0
44499,443,0,0,6,0,2,0
39187,443,0,0,6,114,90,1
443,44499,0,0,6,0,2,0
443,39187,0,0,6,4,80,0
0,0,42640,53,17,0,1,0
0,0,53,42640,17,0,1,0
41426,80,0,0,6,0,6,0
80,41426,0,0,6,0,4,0
0,0,41138,53,17,0,2,0
0,0,53,41138,17,0,2,0
58316,465,0,0,6,0,4,0
465,58316,0,0,6,0,3,0
0,0,41394,53,17,0,1,0
0,0,53,41394,17,0,1,0
41428,80,0,0,6,0,6,0
80,41428,0,0,6,0,4,0
0,0,51033,53,17,0,2,0
0,0,53,51033,17,0,2,0
35897,465,0,0,6,0,4,0
465,35897,0,0,6,0,3,0
26212,25050,0,0,6,0,9,0
25050,26212,0,0,6,0,9,0
3238,49152,0,0,6,0,10,0
3239,49152,0,0,6,0,5,0
49152,3238,0,0,6,2,10,0
49152,3239,0,0,6,1,5,0
3241,49152,0,0,6,0,11,0
49152,3241,0,0,6,2,10,0
3242,49152,0,0,6,0,6,0
49152,3242,0,0,6,1,5,0
0,0,44344,53,17,0,2,0
0,0,53,44344,17,0,2,0
34335,80,0,0,6,0,4,0
80,34335,0,0,6,0,2,0
0,0,53142,53,17,0,2,0
0,0,53,53142,17,0,2,0
34336,80,0,0,6,0,4,0
80,34336,0,0,6,0,2,0
0,0,35486,53,17,0,2,0
0,0,53,35486,17,0,2,0
34337,80,0,0,6,0,4,0
80,34337,0,0,6,0,2,0
44501,443,0,0,6,1,13,0
443,44501,0,0,6,4,11,0
44502,443,0,0,6,114,93,1
39190,443,0,0,6,0,2,0
443,44502,0,0,6,4,59,0
443,39190,0,0,6,0,1,0
44504,443,0,0,6,1,12,0
443,44504,0,0,6,4,12,0
0,0,48219,53,17,0,1,0
0,0,53,48219,17,0,1,0
56223,80,0,0,6,0,6,0
80,56223,0,0,6,0,5,0
0,0,43352,53,17,0,1,0
0,0,53,43352,17,0,1,0
41430,80,0,0,6,0,6,0
80,41430,0,0,6,0,4,0
0,0,47153,53,17,0,2,0
0,0,53,47153,17,0,2,0
58320,465,0,0,6,0,4,0
465,58320,0,0,6,0,3,0
3375,49152,0,0,6,0,6,0
49152,3375,0,0,6,1,5,0
3379,49152,0,0,6,0,6,0
49152,3379,0,0,6,1,5,0
0,0,51518,53,17,0,1,0
0,0,53,51518,17,0,1,0
41432,80,0,0,6,0,6,0
80,41432,0,0,6,0,4,0
0,0,48682,53,17,0,2,0
0,0,53,48682,17,0,2,0
35901,465,0,0,6,0,4,0
465,35901,0,0,6,0,3,0
44505,443,0,0,6,2,14,0
39193,443,0,0,6,0,2,0
443,44505,0,0,6,5,15,0
443,39193,0,0,6,0,1,0
44507,443,0,0,6,115,93,1
39195,443,0,0,6,0,2,0
443,44507,0,0,6,5,71,0
443,39195,0,0,6,0,1,0
0,0,55569,53,17,0,1,0
0,0,53,55569,17,0,1,0
41434,80,0,0,6,0,7,0
80,41434,0,0,6,0,5,0
0,0,42267,53,17,0,2,0
0,0,53,42267,17,0,2,0
60399,465,0,0,6,0,4,0
465,60399,0,0,6,0,4,0
0,0,23571,53,17,0,1,0
0,0,53,23571,17,0,1,0
37734,80,0,0,6,0,5,0
80,37734,0,0,6,0,4,0
0,0,6364,53,17,0,1,0
0,0,53,6364,17,0,1,0
0,0,64702,53,17,0,1,0
0,0,53,64702,17,0,1,0
59227,443,0,0,6,0,12,0
57270,443,0,0,6,0,2,0
0,0,62518,53,17,0,1,0
0,0,53,62518,17,0,1,0
0,0,12094,53,17,0,1,0
443,59227,0,0,6,4,11,0
443,57270,0,0,6,0,1,0
0,0,53,12094,17,0,1,0
0,0,46287,53,17,0,1,0
0,0,53,46287,17,0,1,0
0,0,52364,53,17,0,1,0
0,0,53,52364,17,0,1,0
0,0,19332,53,17,0,1,0
0,0,53,19332,17,0,1,0
0,0,45436,53,17,0,1,0
0,0,53,45436,17,0,1,0
0,0,32859,53,17,0,1,0
0,0,53,32859,17,0,1,0
0,0,53429,53,17,0,1,0
0,0,53,53429,17,0,1,0
0,0,53183,53,17,0,1,0
0,0,53,53183,17,0,1,0
0,0,44526,53,17,0,1,0
0,0,53,44526,17,0,1,0
0,0,36240,500,17,0,1,0
0,0,500,36240,17,0,1,0
0,0,45710,4500,17,28,1159,1
0,0,4500,45710,17,31,1167,1
0,0,50039,53,17,0,1,0
0,0,53,50039,17,0,1,0
0,0,35213,53,17,0,1,0
0,0,53,35213,17,0,1,0
0,0,45976,53,17,0,1,0
0,0,53,45976,17,0,1,0
0,0,42569,53,17,0,1,0
0,0,53,42569,17,0,1,0
0,0,42636,53,17,0,1,0
0,0,53,42636,17,0,1,0
59997,443,0,0,6,1,14,0
443,59997,0,0,6,4,12,0
0,0,5098,53,17,0,1,0
0,0,53,5098,17,0,1,0
0,0,5097,123,17,0,1,0
0,0,123,5097,17,0,1,0
0,0,23888,53,17,0,1,0
0,0,53,23888,17,0,1,0
3384,49152,0,0,6,0,10,0
49152,3384,0,0,6,2,10,0
0,0,38055,53,17,0,1,0
0,0,53,38055,17,0,1,0
41436,80,0,0,6,0,6,0
80,41436,0,0,6,0,4,0
0,0,44106,53,17,0,2,0
0,0,53,44106,17,0,2,0
52089,465,0,0,6,0,4,0
465,52089,0,0,6,0,4,0
0,0,44514,53,17,0,1,0
0,0,53,44514,17,0,1,0
43982,80,0,0,6,1,8,0
80,43982,0,0,6,0,5,0
0,0,59518,53,17,0,2,0
0,0,53,59518,17,0,2,0
59468,80,0,0,6,0,4,0
80,59468,0,0,6,0,2,0
0,0,56364,53,17,0,2,0
0,0,53,56364,17,0,2,0
59469,80,0,0,6,0,4,0
80,59469,0,0,6,0,2,0
0,0,36512,53,17,0,2,0
0,0,53,36512,17,0,2,0
59470,80,0,0,6,0,4,0
80,59470,0,0,6,0,2,0
0,0,60234,53,17,0,1,0
0,0,53,60234,17,0,1,0
41438,80,0,0,6,0,7,0
80,41438,0,0,6,0,5,0
0,0,52166,53,17,0,2,0
0,0,53,52166,17,0,2,0
60403,465,0,0,6,0,4,0
465,60403,0,0,6,0,4,0
59229,443,0,0,6,1,12,0
443,59229,0,0,6,4,12,0
59230,443,0,0,6,1,13,0
57273,443,0,0,6,0,2,0
443,59230,0,0,6,4,12,0
443,57273,0,0,6,0,1,0
59232,443,0,0,6,114,92,1
57275,443,0,0,6,0,2,0
443,59232,0,0,6,5,69,0
443,57275,0,0,6,0,1,0
0,0,35137,53,17,0,1,0
0,0,53,35137,17,0,1,0
41440,80,0,0,6,0,6,0
80,41440,0,0,6,0,4,0
0,0,52209,53,17,0,2,0
0,0,53,52209,17,0,2,0
52093,465,0,0,6,0,4,0
465,52093,0,0,6,0,3,0
59234,443,0,0,6,1,12,0
57277,443,0,0,6,0,2,0
443,59234,0,0,6,4,12,0
443,57277,0,0,6,0,1,0
59236,443,0,0,6,112,92,1
57279,443,0,0,6,0,2,0
443,59236,0,0,6,4,60,0
443,57279,0,0,6,0,1,0
0,0,59713,53,17,0,1,0
0,0,53,59713,17,0,1,0
43983,80,0,0,6,0,6,0
59238,443,0,0,6,1,13,0
80,43983,0,0,6,0,4,0
57281,443,0,0,6,0,2,0
443,59238,0,0,6,4,11,0
443,57281,0,0,6,0,1,0
0,0,33512,53,17,0,2,0
0,0,53,33512,17,0,2,0
43984,80,0,0,6,0,6,0
80,43984,0,0,6,0,3,0
4264,49152,0,0,6,0,10,0
49152,4264,0,0,6,2,10,0
59240,443,0,0,6,112,92,1
443,59240,0,0,6,5,84,0
59241,443,0,0,6,0,2,0
57284,443,0,0,6,1,13,0
443,59241,0,0,6,0,2,0
443,57284,0,0,6,4,12,0
59243,443,0,0,6,116,93,1
57286,443,0,0,6,0,2,0
443,59243,0,0,6,4,62,0
443,57286,0,0,6,0,1,0
0,0,39874,123,17,0,3,0
0,0,123,39874,17,0,3,0
4271,49152,0,0,6,0,12,0
49152,4271,0,0,6,2,10,0
59245,443,0,0,6,1,13,0
57288,443,0,0,6,0,2,0
443,59245,0,0,6,4,11,0
443,57288,0,0,6,0,1,0
0,0,53724,53,17,0,2,0
0,0,53,53724,17,0,2,0
42832,80,0,0,6,0,4,0
80,42832,0,0,6,0,2,0
0,0,52743,53,17,0,2,0
0,0,53,52743,17,0,2,0
42833,80,0,0,6,0,4,0
80,42833,0,0,6,0,2,0
0,0,60014,53,17,0,2,0
0,0,53,60014,17,0,2,0
42834,80,0,0,6,0,4,0
80,42834,0,0,6,0,2,0
0,0,56866,53,17,0,1,0
0,0,53,56866,17,0,1,0
35705,443,0,0,6,2,14,0
443,35705,0,0,6,3,12,0
0,0,38433,53,17,0,1,0
0,0,53,38433,17,0,1,0
50761,80,0,0,6,0,6,0
80,50761,0,0,6,0,3,0
26213,25050,0,0,6,0,9,0
25050,26213,0,0,6,0,9,0
0,0,49913,53,17,0,1,0
0,0,53,49913,17,0,1,0
52377,80,0,0,6,0,6,0
80,52377,0,0,6,0,5,0
41442,80,0,0,6,0,6,0
80,41442,0,0,6,0,4,0
0,0,39969,53,17,0,2,0
0,0,53,39969,17,0,2,0
59250,465,0,0,6,0,4,0
465,59250,0,0,6,0,3,0
4647,49152,0,0,6,0,5,0
49152,4647,0,0,6,1,5,0
4648,49152,0,0,6,0,11,0
49152,4648,0,0,6,2,10,0
0,0,42106,53,17,0,1,0
0,0,53,42106,17,0,1,0
50762,80,0,0,6,0,6,0
80,50762,0,0,6,0,3,0
59247,443,0,0,6,115,92,1
443,59247,0,0,6,4,55,0
0,0,35488,53,17,0,1,0
0,0,53,35488,17,0,1,0
50763,80,0,0,6,0,6,0
80,50763,0,0,6,0,3,0
59248,443,0,0,6,1,13,0
57291,443,0,0,6,0,2,0
443,59248,0,0,6,4,12,0
443,57291,0,0,6,0,1,0
0,0,40105,53,17,0,1,0
0,0,53,40105,17,0,1,0
41444,80,0,0,6,0,6,0
80,41444,0,0,6,0,4,0
0,0,45769,53,17,0,2,0
0,0,53,45769,17,0,2,0
51304,465,0,0,6,0,4,0
465,51304,0,0,6,0,3,0
0,0,5100,53,17,0,1,0
0,0,53,5100,17,0,1,0
0,0,5099,123,17,0,1,0
0,0,123,5099,17,0,1,0
0,0,54147,53,17,0,2,0
0,0,53,54147,17,0,2,0
41446,80,0,0,6,0,6,0
80,41446,0,0,6,0,4,0
0,0,39794,53,17,0,2,0
0,0,53,39794,17,0,2,0
59254,465,0,0,6,0,4,0
465,59254,0,0,6,0,3,0
0,0,53247,53,17,0,1,0
0,0,53,53247,17,0,1,0
41448,80,0,0,6,0,6,0
80,41448,0,0,6,0,4,0
59250,443,0,0,6,114,93,1
443,59250,0,0,6,5,71,0
4653,49152,0,0,6,0,10,0
4654,49152,0,0,6,0,10,0
49152,4653,0,0,6,2,10,0
49152,4654,0,0,6,2,10,0
59251,443,0,0,6,1,13,0
57294,443,0,0,6,0,2,0
443,59251,0,0,6,4,12,0
443,57294,0,0,6,0,1,0
0,0,36278,53,17,0,1,0
0,0,53,36278,17,0,1,0
41321,80,0,0,6,1,8,0
80,41321,0,0,6,0,5,0
0,0,42027,53,17,0,1,0
0,0,53,42027,17,0,1,0
0,0,43542,123,17,0,1,0
0,0,123,43542,17,0,1,0
0,0,50551,53,17,0,2,0
0,0,53,50551,17,0,2,0
42498,80,0,0,6,0,4,0
80,42498,0,0,6,0,2,0
0,0,40567,53,17,0,2,0
0,0,53,40567,17,0,2,0
42499,80,0,0,6,0,4,0
80,42499,0,0,6,0,2,0
0,0,43071,53,17,0,2,0
0,0,53,43071,17,0,2,0
42500,80,0,0,6,0,4,0
80,42500,0,0,6,0,2,0
0,0,51101,53,17,0,1,0
0,0,53,51101,17,0,1,0
0,0,52196,53,17,0,1,0
0,0,53,52196,17,0,1,0
0,0,56364,53,17,0,1,0
0,0,53,56364,17,0,1,0
0,0,43893,53,17,0,1,0
0,0,53,43893,17,0,1,0
0,0,37644,53,17,0,1,0
0,0,53,37644,17,0,1,0
59998,443,0,0,6,1,13,0
443,59998,0,0,6,4,12,0
3825,49152,0,0,6,0,6,0
49152,3825,0,0,6,1,5,0
0,0,46352,53,17,0,1,0
0,0,53,46352,17,0,1,0
41449,80,0,0,6,0,6,0
80,41449,0,0,6,0,4,0
0,0,35919,53,17,0,2,0
0,0,53,35919,17,0,2,0
51309,465,0,0,6,0,4,0
465,51309,0,0,6,0,3,0
59253,443,0,0,6,109,90,1
443,59253,0,0,6,5,70,0
57296,443,0,0,6,0,2,0
443,57296,0,0,6,0,1,0
0,0,57460,53,17,0,1,0
0,0,53,57460,17,0,1,0
41451,80,0,0,6,0,6,0
80,41451,0,0,6,0,4,0
0,0,37923,53,17,0,1,0
0,0,53,37923,17,0,1,0
41322,80,0,0,6,0,6,0
80,41322,0,0,6,0,4,0
59255,443,0,0,6,0,2,0
57298,443,0,0,6,1,13,0
443,59255,0,0,6,0,2,0
443,57298,0,0,6,4,12,0
0,0,53914,53,17,0,1,0
0,0,53,53914,17,0,1,0
41452,80,0,0,6,0,7,0
80,41452,0,0,6,0,5,0
0,0,38672,53,17,0,2,0
0,0,53,38672,17,0,2,0
47807,465,0,0,6,0,4,0
465,47807,0,0,6,0,3,0
0,0,51903,53,17,0,1,0
0,0,53,51903,17,0,1,0
41454,80,0,0,6,0,6,0
80,41454,0,0,6,0,4,0
0,0,42200,53,17,0,4,0
0,0,53,42200,17,0,4,0
42819,465,0,0,6,0,4,0
465,42819,0,0,6,0,4,0
59257,443,0,0,6,112,92,1
443,59257,0,0,6,4,45,0
0,0,60375,53,17,0,1,0
0,0,53,60375,17,0,1,0
47251,80,0,0,6,0,6,0
80,47251,0,0,6,0,3,0
0,0,36999,53,17,0,1,0
0,0,53,36999,17,0,1,0
47252,80,0,0,6,0,7,0
80,47252,0,0,6,1,5,0
0,0,58534,53,17,0,1,0
0,0,53,58534,17,0,1,0
47253,80,0,0,6,0,6,0
80,47253,0,0,6,0,3,0
0,0,39476,53,17,0,1,0
0,0,53,39476,17,0,1,0
41456,80,0,0,6,0,6,0
80,41456,0,0,6,0,4,0
0,0,56287,53,17,0,2,0
0,0,53,56287,17,0,2,0
47811,465,0,0,6,0,3,0
465,47811,0,0,6,0,3,0
59258,443,0,0,6,1,13,0
57301,443,0,0,6,0,2,0
443,59258,0,0,6,4,12,0
443,57301,0,0,6,0,1,0
0,0,49950,53,17,0,1,0
0,0,53,49950,17,0,1,0
41458,80,0,0,6,0,7,0
80,41458,0,0,6,0,5,0
0,0,52467,53,17,0,2,0
0,0,53,52467,17,0,2,0
42823,465,0,0,6,0,4,0
465,42823,0,0,6,0,3,0
59260,443,0,0,6,0,2,0
57303,443,0,0,6,108,88,1
443,59260,0,0,6,0,2,0
443,57303,0,0,6,4,60,0
0,0,56933,123,17,0,1,0
0,0,123,56933,17,0,1,0
42882,443,0,0,6,0,18,0
443,42882,0,0,6,24,23,1
3829,49152,0,0,6,0,5,0
49152,3829,0,0,6,1,5,0
3831,49152,0,0,6,0,5,0
49152,3831,0,0,6,1,5,0
0,0,58233,53,17,0,1,0
0,0,53,58233,17,0,1,0
47254,80,0,0,6,0,6,0
80,47254,0,0,6,0,3,0
26214,25050,0,0,6,0,8,0
25050,26214,0,0,6,0,9,0
0,0,54252,53,17,0,1,0
0,0,53,54252,17,0,1,0
41460,80,0,0,6,0,6,0
80,41460,0,0,6,0,4,0
0,0,36358,53,17,0,2,0
0,0,53,36358,17,0,2,0
47815,465,0,0,6,0,4,0
465,47815,0,0,6,0,3,0
34562,443,0,0,6,1,11,0
443,34562,0,0,6,0,9,0
0,0,54208,53,17,0,1,0
0,0,53,54208,17,0,1,0
0,0,43129,53,17,0,1,0
0,0,53,43129,17,0,1,0
0,0,51459,53,17,0,1,0
0,0,53,51459,17,0,1,0
0,0,44479,53,17,0,1,0
0,0,53,44479,17,0,1,0
0,0,39521,53,17,0,1,0
0,0,53,39521,17,0,1,0
59999,443,0,0,6,1,13,0
443,59999,0,0,6,4,11,0
0,0,53869,53,17,0,1,0
0,0,53,53869,17,0,1,0
41462,80,0,0,6,0,6,0
80,41462,0,0,6,0,4,0
0,0,42650,53,17,0,2,0
0,0,53,42650,17,0,2,0
42827,465,0,0,6,0,3,0
465,42827,0,0,6,0,3,0
0,0,54690,53,17,0,1,0
0,0,53,54690,17,0,1,0
41464,80,0,0,6,0,7,0
80,41464,0,0,6,0,5,0
59262,443,0,0,6,1,13,0
57305,443,0,0,6,0,2,0
443,59262,0,0,6,4,11,0
443,57305,0,0,6,0,1,0
0,0,36794,53,17,0,2,0
0,0,53,36794,17,0,2,0
51593,80,0,0,6,0,4,0
80,51593,0,0,6,0,2,0
0,0,49570,53,17,0,2,0
0,0,53,49570,17,0,2,0
51594,80,0,0,6,0,4,0
80,51594,0,0,6,0,2,0
0,0,32972,53,17,0,2,0
0,0,53,32972,17,0,2,0
51595,80,0,0,6,0,4,0
80,51595,0,0,6,0,2,0
59264,443,0,0,6,106,86,1
57307,443,0,0,6,0,2,0
443,59264,0,0,6,4,41,0
443,57307,0,0,6,0,1,0
0,0,40156,53,17,0,1,0
0,0,53,40156,17,0,1,0
41465,80,0,0,6,0,6,0
80,41465,0,0,6,0,4,0
0,0,53675,53,17,0,2,0
0,0,53,53675,17,0,2,0
47820,465,0,0,6,0,4,0
465,47820,0,0,6,0,3,0
59266,443,0,0,6,1,13,0
57309,443,0,0,6,0,2,0
443,59266,0,0,6,4,12,0
443,57309,0,0,6,0,1,0
0,0,46370,53,17,0,1,0
0,0,53,46370,17,0,1,0
41467,80,0,0,6,0,7,0
80,41467,0,0,6,0,5,0
0,0,33026,53,17,0,2,0
0,0,53,33026,17,0,2,0
52120,465,0,0,6,0,4,0
465,52120,0,0,6,0,3,0
0,0,52713,123,17,0,1,0
0,0,123,52713,17,0,1,0
3520,49152,0,0,6,0,10,0
49152,3520,0,0,6,2,10,0
0,0,59959,53,17,0,1,0
0,0,53,59959,17,0,1,0
41469,80,0,0,6,0,6,0
80,41469,0,0,6,0,4,0
0,0,43960,53,17,0,2,0
0,0,53,43960,17,0,2,0
60434,465,0,0,6,0,4,0
465,60434,0,0,6,0,3,0
0,0,35459,53,17,0,1,0
0,0,53,35459,17,0,1,0
41471,80,0,0,6,0,6,0
80,41471,0,0,6,0,4,0
0,0,50973,53,17,0,2,0
0,0,53,50973,17,0,2,0
52124,465,0,0,6,0,4,0
465,52124,0,0,6,0,3,0
59268,443,0,0,6,1,13,0
443,59268,0,0,6,4,12,0
0,0,52297,53,17,0,1,0
0,0,53,52297,17,0,1,0
50646,443,0,0,6,11,357,1
0,0,37040,53,17,0,2,0
0,0,53,37040,17,0,2,0
51597,80,0,0,6,0,4,0
443,50646,0,0,6,12,380,1
80,51597,0,0,6,0,2,0
0,0,44600,53,17,0,2,0
0,0,53,44600,17,0,2,0
51598,80,0,0,6,0,4,0
80,51598,0,0,6,0,2,0
0,0,52789,53,17,0,2,0
0,0,53,52789,17,0,2,0
51599,80,0,0,6,0,4,0
80,51599,0,0,6,0,2,0
0,0,58141,53,17,0,1,0
0,0,53,58141,17,0,1,0
41473,80,0,0,6,0,6,0
80,41473,0,0,6,0,4,0
0,0,37201,53,17,0,2,0
0,0,53,37201,17,0,2,0
60438,465,0,0,6,0,3,0
465,60438,0,0,6,0,3,0
0,0,49551,53,17,0,1,0
0,0,53,49551,17,0,1,0
0,0,36733,53,17,0,1,0
0,0,53,36733,17,0,1,0
0,0,51863,53,17,0,1,0
0,0,53,51863,17,0,1,0
0,0,41512,53,17,0,1,0
0,0,53,41512,17,0,1,0
0,0,47748,53,17,0,1,0
0,0,53,47748,17,0,1,0
60000,443,0,0,6,1,13,0
443,60000,0,0,6,4,13,0
59269,443,0,0,6,106,86,1
443,59269,0,0,6,4,59,0
0,0,5102,53,17,0,1,0
0,0,53,5102,17,0,1,0
0,0,5101,123,17,0,1,0
0,0,123,5101,17,0,1,0
59270,443,0,0,6,1,12,0
57313,443,0,0,6,0,2,0
443,59270,0,0,6,4,12,0
443,57313,0,0,6,0,1,0
0,0,45469,53,17,0,1,0
0,0,53,45469,17,0,1,0
53521,50443,0,0,6,5,73,0
50443,53521,0,0,6,6,41,0
3523,49152,0,0,6,0,6,0
3524,49152,0,0,6,0,5,0
49152,3524,0,0,6,1,5,0
49152,3523,0,0,6,1,5,0
0,0,48273,53,17,0,1,0
0,0,53,48273,17,0,1,0
52986,80,0,0,6,1,8,0
80,52986,0,0,6,0,5,0
0,0,48604,53,17,0,1,0
0,0,53,48604,17,0,1,0
49951,443,0,0,6,2,16,0
443,49951,0,0,6,3,11,0
59272,443,0,0,6,105,87,1
57315,443,0,0,6,0,2,0
443,59272,0,0,6,5,66,0
443,57315,0,0,6,0,1,0
0,0,48546,53,17,0,1,0
0,0,53,48546,17,0,1,0
41475,80,0,0,6,0,6,0
80,41475,0,0,6,0,4,0
