src_ip,dst_ip,sport,dport,proto,size
192.168.1.239,216.58.220.101,59289,443,6,2592
216.58.220.101,192.168.1.239,443,59289,6,29147
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,59289,1,104
192.168.1.1,192.168.1.223,443,59289,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.241,195.154.179.238,43446,33434,1,84
195.154.179.238,192.168.1.241,43446,33434,1,84
192.168.1.241,195.154.179.238,443,47940,1,84
195.154.179.238,192.168.1.241,443,47940,1,84
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.241,195.154.179.238,47940,443,1,84
195.154.179.238,192.168.1.241,443,47940,1,84
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,239.255.255.250,47940,443,2,32
192.168.1.249,239.255.255.250,42284,5222,2,32
192.168.1.193,239.255.255.250,47940,443,2,32
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.223,239.255.255.250,443,47940,2,32
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.192,192.168.1.1,35765,53,17,59
192.168.1.1,192.168.1.192,53,35765,17,106
192.168.1.192,24.56.178.140,42274,123,17,228
192.168.1.223,192.168.1.1,43446,33434,1,104
192.168.1.1,192.168.1.223,43446,33434,1,104
192.168.1.223,192.168.1.1,443,2179,1,104
192.168.1.1,192.168.1.223,443,2179,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,192.168.1.1,35332,53,17,59
192.168.1.1,192.168.1.192,53,35332,17,106
192.168.1.192,24.56.178.140,53314,123,17,228
192.168.1.241,130.102.128.23,51582,123,17,76
130.102.128.23,192.168.1.241,123,51582,17,76
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,51629,53,17,122
8.8.8.8,192.168.1.240,53,51629,17,166
192.168.1.240,93.184.216.34,44190,80,6,216
93.184.216.34,192.168.1.240,80,44190,6,112
192.168.1.240,8.8.8.8,56329,53,17,122
8.8.8.8,192.168.1.240,53,56329,17,166
192.168.1.240,93.184.216.34,44191,80,6,216
93.184.216.34,192.168.1.240,80,44191,6,112
192.168.1.240,8.8.8.8,33030,53,17,122
8.8.8.8,192.168.1.240,53,33030,17,166
192.168.1.240,93.184.216.34,44192,80,6,216
93.184.216.34,192.168.1.240,80,44192,6,112
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,5228,33735,1,104
192.168.1.1,192.168.1.223,5228,33735,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.249,3401,49152,6,908
192.168.1.249,192.168.1.193,49152,3401,6,2876
192.168.1.193,192.168.1.223,3880,49153,6,555
192.168.1.223,192.168.1.193,49153,3880,6,3989
192.168.1.193,192.168.1.1,49153,3880,1,104
192.168.1.1,192.168.1.193,49153,3880,1,104
192.168.1.193,192.168.1.223,3882,49153,6,555
192.168.1.193,192.168.1.223,3883,49153,6,555
192.168.1.223,192.168.1.193,49153,3882,6,3989
192.168.1.223,192.168.1.193,49153,3883,6,3989
192.168.1.193,192.168.1.1,49153,3883,1,104
192.168.1.1,192.168.1.193,49153,3883,1,104
192.168.1.192,192.168.1.1,58509,53,17,65
192.168.1.1,192.168.1.192,53,58509,17,369
192.168.1.192,23.21.93.232,46716,80,6,832
23.21.93.232,192.168.1.192,80,46716,6,4655
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.249,192.168.1.1,44863,53,17,69
192.168.1.1,192.168.1.249,53,44863,17,485
192.168.1.249,104.98.5.24,49701,80,6,616
104.98.5.24,192.168.1.249,80,49701,6,589
192.168.1.249,192.168.1.1,36000,53,17,120
192.168.1.1,192.168.1.249,53,36000,17,262
192.168.1.249,74.125.23.108,47477,465,6,216
74.125.23.108,192.168.1.249,465,47477,6,164
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.236,239.255.255.250,47940,443,2,32
192.168.1.223,239.255.255.250,47940,443,2,32
192.168.1.192,192.168.1.1,54643,53,17,59
192.168.1.1,192.168.1.192,53,54643,17,224
192.168.1.192,131.107.13.100,59859,123,17,228
131.107.13.100,192.168.1.192,123,59859,17,228
192.168.1.1,192.168.1.112,443,47940,1,48
192.168.1.241,195.154.179.238,443,47940,1,84
195.154.179.238,192.168.1.241,47940,443,1,84
192.168.1.241,195.154.179.238,40179,5222,1,84
195.154.179.238,192.168.1.241,40179,5222,1,84
192.168.1.223,192.168.1.1,44976,1900,1,104
192.168.1.1,192.168.1.223,44976,1900,1,104
192.168.1.241,195.154.179.238,44976,1900,1,84
195.154.179.238,192.168.1.241,44976,1900,1,84
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.239,216.58.220.110,53641,80,6,520
216.58.220.110,192.168.1.239,80,53641,6,507
192.168.1.239,111.206.200.2,44850,5222,6,1095
192.168.1.239,216.34.140.195,32774,7275,6,180
216.34.140.195,192.168.1.239,7275,32774,6,124
192.168.1.239,64.233.187.188,59912,5228,6,1666
111.206.200.2,192.168.1.239,5222,44850,6,685
64.233.187.188,192.168.1.239,5228,59912,6,2482
192.168.1.239,40.78.98.202,50538,443,6,2388
40.78.98.202,192.168.1.239,443,50538,6,4450
192.168.1.239,107.21.229.36,55737,443,6,1582
107.21.229.36,192.168.1.239,443,55737,6,5666
192.168.1.239,13.107.3.128,47054,443,6,2111
13.107.3.128,192.168.1.239,443,47054,6,19391
192.168.1.239,104.98.4.248,45412,443,6,1215
104.98.4.248,192.168.1.239,443,45412,6,5062
192.168.1.239,68.232.45.201,41840,443,6,1283
68.232.45.201,192.168.1.239,443,41840,6,8543
192.168.1.239,40.78.98.202,50540,443,6,2284
40.78.98.202,192.168.1.239,443,50540,6,4438
192.168.1.239,216.58.220.110,40598,443,6,1091
216.58.220.110,192.168.1.239,443,40598,6,5089
192.168.1.192,192.168.1.1,57668,53,17,59
192.168.1.1,192.168.1.192,53,57668,17,224
192.168.1.192,216.229.0.179,38879,123,17,228
216.229.0.179,192.168.1.192,123,38879,17,228
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.239,64.233.188.108,49346,993,6,5210
64.233.188.108,192.168.1.239,993,49346,6,32951
0.0.0.0,224.0.0.1,49346,993,2,32
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.112,62.210.251.83,27682,25050,6,835
62.210.251.83,192.168.1.112,25050,27682,6,492
192.168.1.193,192.168.1.1,25050,27682,1,104
192.168.1.1,192.168.1.193,25050,27682,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,239.255.255.250,4500,45485,2,32
192.168.1.118,8.8.8.8,30567,53,17,58
192.168.1.118,192.168.1.1,30567,53,17,58
192.168.1.1,192.168.1.118,53,30567,17,528
192.168.1.118,192.189.54.33,48999,123,17,380
192.189.54.33,192.168.1.118,123,48999,17,380
8.8.8.8,192.168.1.118,53,30567,17,122
192.168.1.249,239.255.255.250,47940,443,2,32
192.168.1.236,239.255.255.250,47940,443,2,32
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.223,239.255.255.250,47940,443,2,32
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.192,192.168.1.1,46775,53,17,59
192.168.1.1,192.168.1.192,53,46775,17,224
192.168.1.192,216.229.0.179,42407,123,17,228
216.229.0.179,192.168.1.192,123,42407,17,228
192.168.1.193,192.168.1.223,3907,49153,6,555
192.168.1.223,192.168.1.193,49153,3907,6,3989
192.168.1.223,192.168.1.1,3906,49153,1,104
192.168.1.1,192.168.1.223,3906,49153,1,104
192.168.1.193,192.168.1.249,3434,49152,6,908
192.168.1.249,192.168.1.193,49152,3434,6,2876
192.168.1.193,192.168.1.223,3912,49153,6,555
192.168.1.223,192.168.1.193,49153,3912,6,3989
192.168.1.193,192.168.1.223,3914,49153,6,555
192.168.1.223,192.168.1.193,49153,3914,6,3989
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,49346,993,1,104
192.168.1.1,192.168.1.223,49346,993,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,192.168.1.1,46875,53,17,59
192.168.1.1,192.168.1.192,53,46875,17,224
192.168.1.192,64.113.32.5,38748,123,17,228
64.113.32.5,192.168.1.192,123,38748,17,228
192.168.1.241,195.154.179.238,33735,5228,1,84
195.154.179.238,192.168.1.241,40179,5222,1,84
192.168.1.241,195.154.179.238,47940,443,1,84
195.154.179.238,192.168.1.241,443,47940,1,84
192.168.1.241,195.154.179.238,47940,443,1,84
195.154.179.238,192.168.1.241,2179,443,1,84
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,2179,443,1,104
192.168.1.1,192.168.1.223,2179,443,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.236,239.255.255.250,47940,443,2,32
192.168.1.192,192.168.1.1,60307,53,17,59
192.168.1.1,192.168.1.192,53,60307,17,224
192.168.1.236,224.0.1.60,47940,443,2,32
192.168.1.192,216.229.0.179,51394,123,17,228
216.229.0.179,192.168.1.192,123,51394,17,228
192.168.1.223,239.255.255.250,47940,443,2,32
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,37772,53,17,122
8.8.8.8,192.168.1.240,53,37772,17,166
192.168.1.240,93.184.216.34,55104,80,6,216
93.184.216.34,192.168.1.240,80,55104,6,112
192.168.1.240,8.8.8.8,37210,53,17,122
8.8.8.8,192.168.1.240,53,37210,17,166
192.168.1.240,93.184.216.34,55105,80,6,216
93.184.216.34,192.168.1.240,80,55105,6,112
192.168.1.240,8.8.8.8,33422,53,17,122
8.8.8.8,192.168.1.240,53,33422,17,166
192.168.1.240,93.184.216.34,55106,80,6,216
93.184.216.34,192.168.1.240,80,55106,6,112
192.168.1.249,224.0.0.251,10001,59960,2,32
192.168.1.193,239.255.255.250,55106,80,2,32
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.223,192.168.1.1,443,2179,1,104
192.168.1.1,192.168.1.223,443,2179,1,104
192.168.1.249,192.168.1.1,52736,53,17,138
192.168.1.1,192.168.1.249,53,52736,17,655
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.249,104.98.5.24,49703,80,6,552
104.98.5.24,192.168.1.249,80,49703,6,529
192.168.1.249,192.168.1.1,58263,53,17,120
192.168.1.1,192.168.1.249,53,58263,17,528
192.168.1.249,64.233.187.109,51805,465,6,216
64.233.187.109,192.168.1.249,465,51805,6,164
192.168.1.192,192.168.1.1,35017,53,17,65
192.168.1.1,192.168.1.192,53,35017,17,369
192.168.1.192,23.21.93.232,46777,80,6,808
23.21.93.232,192.168.1.192,80,46777,6,4462
192.168.1.193,192.168.1.249,4574,49152,6,454
192.168.1.249,192.168.1.193,49152,4574,6,1438
192.168.1.193,192.168.1.249,4576,49152,6,908
192.168.1.249,192.168.1.193,49152,4576,6,2876
192.168.1.193,192.168.1.223,4503,49153,6,555
192.168.1.223,192.168.1.193,49153,4503,6,3989
192.168.1.192,192.168.1.1,58311,53,17,59
192.168.1.1,192.168.1.192,53,58311,17,224
192.168.1.192,24.56.178.140,51808,123,17,228
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.239,192.168.1.1,6133,53,17,65
192.168.1.1,192.168.1.239,53,6133,17,150
192.168.1.239,216.58.199.74,55244,443,6,4165
216.58.199.74,192.168.1.239,443,55244,6,6017
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,2179,443,1,104
192.168.1.1,192.168.1.193,2179,443,1,104
192.168.1.192,239.255.255.250,47940,443,2,32
192.168.1.192,192.168.1.1,54100,53,17,59
192.168.1.1,192.168.1.192,53,54100,17,106
192.168.1.192,24.56.178.140,60809,123,17,228
24.56.178.140,192.168.1.192,123,60809,17,76
192.168.1.223,239.255.255.250,47940,443,2,32
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.241,195.154.179.238,45485,4500,1,84
195.154.179.238,192.168.1.241,4500,45485,1,84
192.168.1.241,195.154.179.238,40179,5222,1,84
195.154.179.238,192.168.1.241,40179,5222,1,84
192.168.1.241,195.154.179.238,443,47940,1,84
195.154.179.238,192.168.1.241,443,47940,1,84
192.168.1.223,192.168.1.1,67,68,1,104
192.168.1.1,192.168.1.223,67,68,1,104
192.168.1.223,192.168.1.1,40179,5222,1,104
192.168.1.1,192.168.1.223,40179,5222,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,10001,59960,1,104
192.168.1.1,192.168.1.193,10001,59960,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,8090,41333,1,104
192.168.1.1,192.168.1.193,8090,41333,1,104
192.168.1.118,8.8.8.8,30568,53,17,58
192.168.1.118,192.168.1.1,30568,53,17,58
8.8.8.8,192.168.1.118,53,30568,17,122
192.168.1.1,192.168.1.118,53,30568,17,524
192.168.1.196,192.168.1.1,4563,53,17,58
192.168.1.1,192.168.1.196,53,4563,17,122
192.168.1.196,27.124.125.250,4562,123,17,76
27.124.125.250,192.168.1.196,123,4562,17,76
192.168.1.192,192.168.1.1,47974,53,17,59
192.168.1.1,192.168.1.192,53,47974,17,106
192.168.1.192,24.56.178.140,53710,123,17,228
192.168.1.193,192.168.1.223,4509,49153,6,1110
192.168.1.223,192.168.1.193,49153,4509,6,7978
192.168.1.193,192.168.1.249,4584,49152,6,454
192.168.1.193,192.168.1.223,4511,49153,6,1110
192.168.1.223,192.168.1.193,49153,4511,6,7978
192.168.1.249,192.168.1.193,49152,4584,6,1438
192.168.1.193,192.168.1.249,4586,49152,6,454
192.168.1.249,192.168.1.193,49152,4586,6,1438
192.168.1.193,192.168.1.223,4514,49153,6,1665
192.168.1.223,192.168.1.193,49153,4514,6,11967
192.168.1.193,192.168.1.223,4517,49153,6,1110
192.168.1.223,192.168.1.193,49153,4517,6,7978
192.168.1.223,192.168.1.1,38557,33434,1,104
192.168.1.1,192.168.1.223,38557,33434,1,104
192.168.1.223,192.168.1.1,43446,33434,1,104
192.168.1.1,192.168.1.223,43446,33434,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.193,192.168.1.1,44976,1900,1,104
192.168.1.1,192.168.1.193,44976,1900,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,192.168.1.1,37195,53,17,59
192.168.1.1,192.168.1.192,53,37195,17,106
192.168.1.192,24.56.178.140,37256,123,17,228
192.168.1.240,207.171.178.6,45063,123,17,152
207.171.178.6,192.168.1.240,123,45063,17,152
192.168.1.193,239.255.255.250,5228,33735,2,32
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.223,239.255.255.250,443,47940,2,32
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.249,239.255.255.250,44976,1900,2,32
192.168.1.249,224.0.0.251,44976,1900,2,32
192.168.1.223,192.168.1.1,3258,3478,1,104
192.168.1.1,192.168.1.223,3258,3478,1,104
192.168.1.223,192.168.1.1,4500,45485,1,104
192.168.1.1,192.168.1.223,4500,45485,1,104
192.168.1.223,192.168.1.1,51184,443,1,104
192.168.1.1,192.168.1.223,51184,443,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,24.56.178.140,45295,123,17,228
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,36822,53,17,122
8.8.8.8,192.168.1.240,53,36822,17,166
192.168.1.240,93.184.216.34,40147,80,6,216
93.184.216.34,192.168.1.240,80,40147,6,112
192.168.1.240,8.8.8.8,43707,53,17,122
8.8.8.8,192.168.1.240,53,43707,17,166
192.168.1.240,93.184.216.34,40148,80,6,216
93.184.216.34,192.168.1.240,80,40148,6,112
192.168.1.240,8.8.8.8,51513,53,17,122
8.8.8.8,192.168.1.240,53,51513,17,166
192.168.1.240,93.184.216.34,40149,80,6,216
93.184.216.34,192.168.1.240,80,40149,6,112
192.168.1.241,195.154.179.238,47940,443,1,84
195.154.179.238,192.168.1.241,40179,5222,1,84
192.168.1.241,195.154.179.238,47940,443,1,84
195.154.179.238,192.168.1.241,443,47940,1,84
192.168.1.241,195.154.179.238,47940,443,1,84
195.154.179.238,192.168.1.241,443,47940,1,84
192.168.1.193,192.168.1.249,4024,49152,6,454
192.168.1.193,192.168.1.223,3679,49153,6,1110
192.168.1.249,192.168.1.193,49152,4024,6,1438
192.168.1.223,192.168.1.193,49153,3679,6,7978
192.168.1.193,192.168.1.223,3686,49153,6,555
192.168.1.223,192.168.1.193,49153,3686,6,3989
192.168.1.223,192.168.1.1,55244,443,1,104
192.168.1.1,192.168.1.223,55244,443,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.192,192.168.1.1,34032,53,17,65
192.168.1.1,192.168.1.192,53,34032,17,369
192.168.1.192,23.21.93.232,46838,80,6,832
23.21.93.232,192.168.1.192,80,46838,6,4654
192.168.1.223,192.168.1.1,46838,80,1,104
192.168.1.1,192.168.1.223,46838,80,1,104
0.0.0.0,224.0.0.1,47940,443,2,32
192.168.1.192,239.255.255.250,47940,443,2,32
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,192.168.1.1,36659,53,17,59
192.168.1.1,192.168.1.192,53,36659,17,106
