ether_type,src_ip,dst_ip,tcp_sport,tcp_dport,udp_sport,udp_dport,proto,size,count,class
2048,195.154.199.173,192.168.1.241,443,57222,0,0,6,60,1,0
2048,192.168.1.249,192.168.1.1,0,0,34399,53,17,110,2,0
2048,192.168.1.1,192.168.1.249,0,0,53,34399,17,627,2,0
2048,192.168.1.241,62.210.178.168,59181,443,0,0,6,110137,86,1
2048,192.168.1.241,195.154.199.173,57224,443,0,0,6,60,2,0
2048,62.210.178.168,192.168.1.241,443,59181,0,0,6,5158,68,0
2048,195.154.199.173,192.168.1.241,443,57224,0,0,6,60,1,0
2048,192.168.1.249,104.98.5.24,41384,80,0,0,6,352,6,0
2048,104.98.5.24,192.168.1.249,80,41384,0,0,6,409,4,0
2048,192.168.1.249,192.168.1.1,0,0,48108,53,17,92,2,0
2048,192.168.1.1,192.168.1.249,0,0,53,48108,17,234,2,0
2048,192.168.1.249,64.233.188.109,45381,465,0,0,6,84,3,0
2048,64.233.188.109,192.168.1.249,465,45381,0,0,6,84,3,0
2048,64.233.188.109,192.168.1.249,465,45381,0,0,6,84,3,0
2048,64.233.188.109,192.168.1.249,465,45381,0,0,6,84,3,0
2048,64.233.188.109,192.168.1.249,465,45381,0,0,6,84,3,0
2048,64.233.188.109,192.168.1.249,465,45381,0,0,6,84,3,0
2048,192.168.1.241,62.210.178.168,59183,443,0,0,6,60,2,0
2048,192.168.1.241,195.154.199.173,57226,443,0,0,6,1842,12,0
2048,62.210.178.168,192.168.1.241,443,59183,0,0,6,80,2,0
2048,195.154.199.173,192.168.1.241,443,57226,0,0,6,4485,12,0
2048,195.154.199.173,192.168.1.241,443,57226,0,0,6,4485,12,0
2048,195.154.199.173,192.168.1.241,443,57226,0,0,6,4485,12,0
2048,195.154.199.173,192.168.1.241,443,57226,0,0,6,4485,12,0
2048,195.154.199.173,192.168.1.241,443,57226,0,0,6,4485,12,0
2048,192.168.1.112,195.154.151.86,26205,25050,0,0,6,516,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,195.154.151.86,192.168.1.112,25050,26205,0,0,6,128,9,0
2048,192.168.1.240,8.8.8.8,0,0,37018,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,37018,17,138,2,0
2048,192.168.1.240,93.184.216.34,47516,80,0,0,6,96,4,0
2048,192.168.1.193,192.168.1.249,3319,49152,0,0,6,294,5,0
2048,192.168.1.249,192.168.1.193,49152,3319,0,0,6,1278,5,0
2048,192.168.1.193,192.168.1.249,3320,49152,0,0,6,294,5,0
2048,192.168.1.249,192.168.1.193,49152,3320,0,0,6,1278,5,0
2048,93.184.216.34,192.168.1.240,80,47516,0,0,6,72,2,0
2048,192.168.1.240,8.8.8.8,0,0,53631,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,53631,17,138,2,0
2048,192.168.1.240,93.184.216.34,47517,80,0,0,6,96,4,0
2048,93.184.216.34,192.168.1.240,80,47517,0,0,6,72,2,0
2048,192.168.1.240,8.8.8.8,0,0,51985,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,51985,17,138,2,0
2048,192.168.1.240,93.184.216.34,47518,80,0,0,6,96,4,0
2048,93.184.216.34,192.168.1.240,80,47518,0,0,6,72,2,0
2048,192.168.1.249,192.168.1.1,0,0,46087,53,17,69,1,0
2048,192.168.1.1,192.168.1.249,0,0,53,46087,17,485,1,0
2048,192.168.1.249,104.98.5.24,41386,80,0,0,6,352,6,0
2048,104.98.5.24,192.168.1.249,80,41386,0,0,6,409,4,0
2048,192.168.1.249,192.168.1.1,0,0,36359,53,17,92,2,0
2048,192.168.1.1,192.168.1.249,0,0,53,36359,17,500,2,0
2048,192.168.1.249,74.125.203.109,59194,465,0,0,6,96,4,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,74.125.203.109,192.168.1.249,465,59194,0,0,6,84,3,0
2048,192.168.1.193,192.168.1.249,3325,49152,0,0,6,306,6,0
2048,192.168.1.249,192.168.1.193,49152,3325,0,0,6,1278,5,0
2048,192.168.1.193,192.168.1.249,3327,49152,0,0,6,294,5,0
2048,192.168.1.249,192.168.1.193,49152,3327,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.1,0,0,53947,53,17,69,1,0
2048,192.168.1.1,192.168.1.249,0,0,53,53947,17,485,1,0
2048,192.168.1.249,104.98.5.24,41388,80,0,0,6,376,7,0
2048,104.98.5.24,192.168.1.249,80,41388,0,0,6,429,5,0
2048,192.168.1.249,192.168.1.1,0,0,59326,53,17,92,2,0
2048,192.168.1.1,192.168.1.249,0,0,53,59326,17,367,2,0
2048,192.168.1.249,74.125.203.108,51248,465,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,74.125.203.108,192.168.1.249,465,51248,0,0,6,96,4,0
2048,192.168.1.241,62.210.178.168,59185,443,0,0,6,1854,13,0
2048,192.168.1.241,195.154.199.173,57228,443,0,0,6,60,2,0
2048,62.210.178.168,192.168.1.241,443,59185,0,0,6,4487,12,0
2048,195.154.199.173,192.168.1.241,443,57228,0,0,6,60,1,0
2048,195.154.199.173,192.168.1.241,443,57228,0,0,6,60,1,0
2048,195.154.199.173,192.168.1.241,443,57228,0,0,6,60,1,0
2048,195.154.199.173,192.168.1.241,443,57228,0,0,6,60,1,0
2048,192.168.1.241,62.210.178.168,59187,443,0,0,6,1854,13,0
2048,192.168.1.241,195.154.199.173,57230,443,0,0,6,60,2,0
2048,62.210.178.168,192.168.1.241,443,59187,0,0,6,4487,12,0
2048,62.210.178.168,192.168.1.241,443,59187,0,0,6,4487,12,0
2048,62.210.178.168,192.168.1.241,443,59187,0,0,6,4487,12,0
2048,195.154.199.173,192.168.1.241,443,57230,0,0,6,60,1,0
2048,195.154.199.173,192.168.1.241,443,57230,0,0,6,60,1,0
2048,195.154.199.173,192.168.1.241,443,57230,0,0,6,60,1,0
2048,192.168.1.249,192.168.1.1,0,0,54682,53,17,69,1,0
2048,192.168.1.143,192.168.1.1,0,0,47548,53,17,72,1,0
2048,192.168.1.1,192.168.1.249,0,0,53,54682,17,485,1,0
2048,192.168.1.249,104.98.5.24,41390,80,0,0,6,376,7,0
2048,104.98.5.24,192.168.1.249,80,41390,0,0,6,429,5,0
2048,192.168.1.1,192.168.1.143,0,0,53,47548,17,439,1,0
2048,192.168.1.143,52.76.210.178,57506,80,0,0,6,160,6,0
2048,52.76.210.178,192.168.1.143,80,57506,0,0,6,347,5,0
2048,192.168.1.249,192.168.1.1,0,0,38481,53,17,92,2,0
2048,192.168.1.1,192.168.1.249,0,0,53,38481,17,367,2,0
2048,192.168.1.249,74.125.23.109,52043,465,0,0,6,96,4,0
2048,74.125.23.109,192.168.1.249,465,52043,0,0,6,84,3,0
2048,74.125.23.109,192.168.1.249,465,52043,0,0,6,84,3,0
2048,74.125.23.109,192.168.1.249,465,52043,0,0,6,84,3,0
2048,74.125.23.109,192.168.1.249,465,52043,0,0,6,84,3,0
2048,74.125.23.109,192.168.1.249,465,52043,0,0,6,84,3,0
2048,192.168.1.177,192.168.1.1,0,0,33435,53,17,62,1,0
2048,192.168.1.1,192.168.1.177,0,0,53,33435,17,134,1,0
2048,192.168.1.177,192.168.1.1,0,0,60637,53,17,66,1,0
2048,192.168.1.1,192.168.1.177,0,0,53,60637,17,66,1,0
2048,192.168.1.177,192.168.1.1,0,0,54175,53,17,64,1,0
2048,192.168.1.1,192.168.1.177,0,0,53,54175,17,64,1,0
2048,192.168.1.177,192.168.1.1,0,0,52564,53,17,68,1,0
2048,192.168.1.1,192.168.1.177,0,0,53,52564,17,68,1,0
2048,192.168.1.177,192.168.1.1,0,0,39484,53,17,62,1,0
2048,192.168.1.1,192.168.1.177,0,0,53,39484,17,156,1,0
2048,192.168.1.1,192.168.1.177,0,0,53,39484,17,156,1,0
2048,192.168.1.1,192.168.1.177,0,0,53,39484,17,156,1,0
2048,192.168.1.177,176.31.232.79,59991,443,0,0,6,1049,14,0
2048,176.31.232.79,192.168.1.177,443,59991,0,0,6,4995,12,0
2048,192.168.1.239,54.173.199.117,33988,443,0,0,6,1451,19,0
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,54.173.199.117,192.168.1.239,443,33988,0,0,6,23162,24,1
2048,192.168.1.240,8.8.8.8,0,0,54036,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,54036,17,138,2,0
2048,192.168.1.240,93.184.216.34,56638,80,0,0,6,96,4,0
2048,93.184.216.34,192.168.1.240,80,56638,0,0,6,72,2,0
2048,192.168.1.240,8.8.8.8,0,0,60634,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,60634,17,138,2,0
2048,192.168.1.240,93.184.216.34,56639,80,0,0,6,96,4,0
2048,93.184.216.34,192.168.1.240,80,56639,0,0,6,72,2,0
2048,192.168.1.240,8.8.8.8,0,0,47356,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,47356,17,138,2,0
2048,192.168.1.240,93.184.216.34,56640,80,0,0,6,96,4,0
2048,93.184.216.34,192.168.1.240,80,56640,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,56640,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,56640,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,56640,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,56640,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,56640,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,56640,0,0,6,72,2,0
2048,192.168.1.239,216.58.220.136,55475,443,0,0,6,1335,11,0
2048,216.58.220.136,192.168.1.239,443,55475,0,0,6,726,9,0
2048,192.168.1.193,192.168.1.249,3644,49152,0,0,6,802,15,0
2048,192.168.1.193,192.168.1.249,3645,49152,0,0,6,294,5,0
2048,192.168.1.249,192.168.1.193,49152,3644,0,0,6,3754,15,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3645,0,0,6,1278,5,0
2048,192.168.1.196,192.168.1.1,0,0,5084,53,17,58,1,0
2048,192.168.1.1,192.168.1.196,0,0,53,5084,17,528,1,0
2048,192.168.1.196,193.2.78.228,0,0,5083,123,17,76,1,0
2048,193.2.78.228,192.168.1.196,0,0,123,5083,17,76,1,0
2048,192.168.1.240,129.6.15.30,0,0,55052,123,17,316,6,0
2048,129.6.15.30,192.168.1.240,0,0,123,55052,17,268,5,0
2048,192.168.1.241,192.168.1.1,0,0,13039,53,17,64,1,0
2048,192.168.1.1,192.168.1.241,0,0,53,13039,17,254,1,0
2048,192.168.1.241,195.154.199.173,57231,443,0,0,6,1854,13,0
2048,192.168.1.241,62.210.177.216,57344,443,0,0,6,60,2,0
2048,195.154.199.173,192.168.1.241,443,57231,0,0,6,4487,12,0
2048,62.210.177.216,192.168.1.241,443,57344,0,0,6,60,1,0
2048,62.210.177.216,192.168.1.241,443,57344,0,0,6,60,1,0
2048,62.210.177.216,192.168.1.241,443,57344,0,0,6,60,1,0
2048,62.210.177.216,192.168.1.241,443,57344,0,0,6,60,1,0
2048,62.210.177.216,192.168.1.241,443,57344,0,0,6,60,1,0
2048,62.210.177.216,192.168.1.241,443,57344,0,0,6,60,1,0
2048,62.210.177.216,192.168.1.241,443,57344,0,0,6,60,1,0
2048,192.168.1.166,192.168.1.1,0,0,56495,53,17,65,1,0
2048,192.168.1.1,192.168.1.166,0,0,53,56495,17,270,1,0
2048,192.168.1.166,89.30.121.150,60746,80,0,0,6,1994,8,0
2048,89.30.121.150,192.168.1.166,80,60746,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,60746,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,60746,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,60746,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,60746,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,60746,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,60746,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,60746,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,60746,0,0,6,398,5,0
2048,192.168.1.240,192.168.1.1,0,0,32800,53,17,74,1,0
2048,192.168.1.1,192.168.1.240,0,0,53,32800,17,312,1,0
2048,192.168.1.240,72.21.207.120,55260,443,0,0,6,3019,14,0
2048,72.21.207.120,192.168.1.240,443,55260,0,0,6,3284,12,0
2048,72.21.207.120,192.168.1.240,443,55260,0,0,6,3284,12,0
2048,72.21.207.120,192.168.1.240,443,55260,0,0,6,3284,12,0
2048,72.21.207.120,192.168.1.240,443,55260,0,0,6,3284,12,0
2048,72.21.207.120,192.168.1.240,443,55260,0,0,6,3284,12,0
2048,72.21.207.120,192.168.1.240,443,55260,0,0,6,3284,12,0
2048,72.21.207.120,192.168.1.240,443,55260,0,0,6,3284,12,0
2048,72.21.207.120,192.168.1.240,443,55260,0,0,6,3284,12,0
2048,72.21.207.120,192.168.1.240,443,55260,0,0,6,3284,12,0
2048,192.168.1.193,192.168.1.249,3648,49152,0,0,6,294,5,0
2048,192.168.1.249,192.168.1.193,49152,3648,0,0,6,1278,5,0
2048,192.168.1.193,192.168.1.249,3650,49152,0,0,6,548,10,0
2048,192.168.1.249,192.168.1.193,49152,3650,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3650,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3650,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3650,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3650,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3650,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3650,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3650,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3650,0,0,6,2516,10,0
2048,192.168.1.112,62.210.92.227,26206,25050,0,0,6,475,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,62.210.92.227,192.168.1.112,25050,26206,0,0,6,128,9,0
2048,192.168.1.193,192.168.1.249,3475,49152,0,0,6,306,6,0
2048,192.168.1.249,192.168.1.193,49152,3475,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3475,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3475,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3475,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3475,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3475,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3475,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,3475,0,0,6,1278,5,0
